[2026-01-08T07:30:05.582Z] 开始监控: E:\WelineFramework\DEV-workspace\
[2026-01-08T07:30:15.449Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_is_sorted_until.h
[2026-01-08T07:30:15.450Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_iterator_concept.h
[2026-01-08T07:30:15.450Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_lexicographical_compare.h
[2026-01-08T07:30:15.451Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_lower_bound.h
[2026-01-08T07:30:15.451Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_make_heap.h
[2026-01-08T07:30:15.452Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_max.h
[2026-01-08T07:30:15.452Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_max_element.h
[2026-01-08T07:30:15.452Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_merge.h
[2026-01-08T07:30:15.453Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_min.h
[2026-01-08T07:30:15.454Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_minmax.h
[2026-01-08T07:30:15.454Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_minmax_element.h
[2026-01-08T07:30:15.455Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_min_element.h
[2026-01-08T07:30:15.455Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_mismatch.h
[2026-01-08T07:30:15.456Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_move.h
[2026-01-08T07:30:15.456Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_move_backward.h
[2026-01-08T07:30:15.457Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_next_permutation.h
[2026-01-08T07:30:15.457Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_none_of.h
[2026-01-08T07:30:15.458Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_nth_element.h
[2026-01-08T07:30:15.459Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_partial_sort.h
[2026-01-08T07:30:15.459Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_partial_sort_copy.h
[2026-01-08T07:30:15.460Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_partition.h
[2026-01-08T07:30:15.460Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_partition_copy.h
[2026-01-08T07:30:15.461Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_partition_point.h
[2026-01-08T07:30:15.461Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_pop_heap.h
[2026-01-08T07:30:15.461Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_prev_permutation.h
[2026-01-08T07:30:15.462Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_push_heap.h
[2026-01-08T07:30:15.462Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_remove.h
[2026-01-08T07:30:15.463Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_remove_copy.h
[2026-01-08T07:30:15.463Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_remove_copy_if.h
[2026-01-08T07:30:15.464Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_remove_if.h
[2026-01-08T07:30:15.464Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_replace.h
[2026-01-08T07:30:15.465Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_replace_copy.h
[2026-01-08T07:30:15.465Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_replace_copy_if.h
[2026-01-08T07:30:15.466Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_replace_if.h
[2026-01-08T07:30:15.466Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_reverse.h
[2026-01-08T07:30:15.467Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_reverse_copy.h
[2026-01-08T07:30:15.467Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_rotate.h
[2026-01-08T07:30:15.467Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_rotate_copy.h
[2026-01-08T07:30:15.468Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_sample.h
[2026-01-08T07:30:15.468Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_search.h
[2026-01-08T07:30:15.469Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_search_n.h
[2026-01-08T07:30:15.469Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_set_difference.h
[2026-01-08T07:30:15.470Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_set_intersection.h
[2026-01-08T07:30:15.470Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_set_symmetric_difference.h
[2026-01-08T07:30:15.471Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_set_union.h
[2026-01-08T07:30:15.471Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_shuffle.h
[2026-01-08T07:30:15.472Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_sort.h
[2026-01-08T07:30:15.472Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_sort_heap.h
[2026-01-08T07:30:15.472Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_stable_partition.h
[2026-01-08T07:30:15.473Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_stable_sort.h
[2026-01-08T07:30:15.473Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_starts_with.h
[2026-01-08T07:30:15.474Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_swap_ranges.h
[2026-01-08T07:30:15.475Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_transform.h
[2026-01-08T07:30:15.475Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_unique.h
[2026-01-08T07:30:15.476Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_unique_copy.h
[2026-01-08T07:30:15.476Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\ranges_upper_bound.h
[2026-01-08T07:30:15.477Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\remove.h
[2026-01-08T07:30:15.477Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\remove_copy.h
[2026-01-08T07:30:15.478Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\remove_copy_if.h
[2026-01-08T07:30:15.478Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\remove_if.h
[2026-01-08T07:30:15.479Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\replace.h
[2026-01-08T07:30:15.479Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\replace_copy.h
[2026-01-08T07:30:15.480Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\replace_copy_if.h
[2026-01-08T07:30:15.480Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\replace_if.h
[2026-01-08T07:30:15.481Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\reverse.h
[2026-01-08T07:30:15.481Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\reverse_copy.h
[2026-01-08T07:30:15.481Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\rotate.h
[2026-01-08T07:30:15.482Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\rotate_copy.h
[2026-01-08T07:30:15.482Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\sample.h
[2026-01-08T07:30:15.483Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\search.h
[2026-01-08T07:30:15.483Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\search_n.h
[2026-01-08T07:30:15.484Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\set_difference.h
[2026-01-08T07:30:15.484Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\set_intersection.h
[2026-01-08T07:30:15.485Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\set_symmetric_difference.h
[2026-01-08T07:30:15.485Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\set_union.h
[2026-01-08T07:30:15.485Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\shift_left.h
[2026-01-08T07:30:15.486Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\shift_right.h
[2026-01-08T07:30:15.486Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\shuffle.h
[2026-01-08T07:30:15.487Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\sift_down.h
[2026-01-08T07:30:15.487Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\sort.h
[2026-01-08T07:30:15.488Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\sort_heap.h
[2026-01-08T07:30:15.488Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\stable_partition.h
[2026-01-08T07:30:15.489Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\stable_sort.h
[2026-01-08T07:30:15.489Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\swap_ranges.h
[2026-01-08T07:30:15.490Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\three_way_comp_ref_type.h
[2026-01-08T07:30:15.490Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\transform.h
[2026-01-08T07:30:15.491Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\uniform_random_bit_generator_adaptor.h
[2026-01-08T07:30:15.491Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\unique.h
[2026-01-08T07:30:15.492Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\unique_copy.h
[2026-01-08T07:30:15.492Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\unwrap_iter.h
[2026-01-08T07:30:15.493Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\unwrap_range.h
[2026-01-08T07:30:15.493Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__algorithm\upper_bound.h
[2026-01-08T07:30:15.494Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__atomic\aliases.h
[2026-01-08T07:30:15.494Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__atomic\atomic.h
[2026-01-08T07:30:15.495Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__atomic\atomic_base.h
[2026-01-08T07:30:15.495Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__atomic\atomic_flag.h
[2026-01-08T07:30:15.495Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__atomic\atomic_init.h
[2026-01-08T07:30:15.496Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__atomic\atomic_lock_free.h
[2026-01-08T07:30:15.496Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__atomic\atomic_sync.h
[2026-01-08T07:30:15.497Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__atomic\check_memory_order.h
[2026-01-08T07:30:15.497Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__atomic\contention_t.h
[2026-01-08T07:30:15.498Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__atomic\cxx_atomic_impl.h
[2026-01-08T07:30:15.498Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__atomic\fence.h
[2026-01-08T07:30:15.498Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__atomic\is_always_lock_free.h
[2026-01-08T07:30:15.499Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__atomic\kill_dependency.h
[2026-01-08T07:30:15.499Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__atomic\memory_order.h
[2026-01-08T07:30:15.500Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__bit\bit_cast.h
[2026-01-08T07:30:15.500Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__bit\bit_ceil.h
[2026-01-08T07:30:15.500Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__bit\bit_floor.h
[2026-01-08T07:30:15.501Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__bit\bit_log2.h
[2026-01-08T07:30:15.501Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__bit\bit_width.h
[2026-01-08T07:30:15.502Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__bit\blsr.h
[2026-01-08T07:30:15.502Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__bit\byteswap.h
[2026-01-08T07:30:15.502Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__bit\countl.h
[2026-01-08T07:30:15.503Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__bit\countr.h
[2026-01-08T07:30:15.503Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__bit\endian.h
[2026-01-08T07:30:15.503Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__bit\has_single_bit.h
[2026-01-08T07:30:15.504Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm\deps\wasi-sdk\share\wasi-sysroot\include\wasm32-wasi\c++\v1\__bit\invert_if.h
